0,Sentence,Trigger,Multiclass
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,The Mortgage Loan is structured with a hard lock box with springing cash management upon the occurrence of a Mortgage Loan event of default or if the debt yield falls below 8.75% in any quarter.,Loan Default,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,The Mortgage Loan is structured with a hard lock box with springing cash management upon the occurrence of a Mortgage Loan event of default or if the debt yield falls below 8.75% in any quarter.,Debt Yield Fall,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Trigger Period (defined further herein) to be established upon (i) the occurrence and continuance of a Mortgage Loan event of default, (ii) the debt yield falling below 8.75%, (iii) any bankruptcy action with respect to the Borrower or manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 business days after written notice from the Lender.",Loan Default,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Trigger Period (defined further herein) to be established upon (i) the occurrence and continuance of a Mortgage Loan event of default, (ii) the debt yield falling below 8.75%, (iii) any bankruptcy action with respect to the Borrower or manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 business days after written notice from the Lender.",Debt Yield Fall,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Trigger Period (defined further herein) to be established upon (i) the occurrence and continuance of a Mortgage Loan event of default, (ii) the debt yield falling below 8.75%, (iii) any bankruptcy action with respect to the Borrower or manager that has not been discharged or dismissed within 30 days of the occurrence thereof, or (iv) the Borrower’s failure to deliver any required financial item within 10 business days after written notice from the Lender.",Bankruptcy,1
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,Capital Expenditures Reserve: 1/12th of $0.25 per rentable SF to be funded monthly only during the continuance of a Trigger Period.,Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,Leasing Reserves: 1/12th of $1.00 per rentable SF to be funded monthly only during the continuance of a Trigger Period.,Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Tax and Insurance Reserves: 1/12th of annual taxes and insurance, each to be funded monthly only during the continuance of a Trigger Period.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,Operating Expense Funds: An amount equal to the aggregate amount of approved operating expenses and approved extraordinary expenses to be incurred by the Borrower for the then current interest accrual period to be funded monthly only during the continuance of a Trigger Period.,Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"So long as no Trigger Period exists, funds on deposit in the Lockbox Account are transferred to or at the direction of Borrower.",Unspecified,0
20181231_02IEP9_Prospectus_SD000000002568455603.pdf,"Provided no event of default has occurred and is continuing, on each Monthly Payment Date during a Trigger Period, all funds on deposit in the cash management account will be allocated and disbursed by the Lender or servicer, as applicable, in the following order of priority (and as such defined terms are used in the Offering Circular or the Mortgage Loan documents): First, funds sufficient to pay the monthly tax deposit due as of such Monthly Payment Date, if any, are required to be deposited  in the tax reserve account; Second, funds sufficient to pay the monthly insurance deposit due as of such Monthly Payment Date, if any, are required to be deposited in the insurance reserve account; Third, funds sufficient to pay any interest accruing at the default rate and late payment charges due and payable as of such Monthly Payment Date, if any, are required to be deposited into the debt service account; Fourth, funds sufficient to pay the debt service due as of such Monthly Payment Date, are required to be deposited in the debt service account; Fifth, funds sufficient to pay the operating expense monthly deposit due as of such Monthly Payment Date, if any, are required to be deposited in the operating expense reserve account; Sixth, funds sufficient to pay the capital expenditure reserve monthly deposit due as of such Monthly Payment Date, if any, are required to be deposited in the capital expenditure reserve account; Seventh, funds sufficient to pay the leasing reserve monthly deposit due as of such Monthly Payment Date, if any, are required to be deposited in the leasing reserve account; Eighth, funds sufficient to pay any other amounts due and payable as of such Monthly Payment Date to the Lender and/or the Servicer pursuant to the terms of the Mortgage Loan documents and/or of the other Mortgage Loan documents, if any, are required to be deposited with or as directed by the Lender; Ninth, all amounts remaining in the Cash Management Account after deposits for items one through eight above (“Excess Cash Flow”) are required to be deposited into the excess cash flow reserve account; and Lastly, to the extent no Trigger Period is continuing, all Excess Cash Flow is required to be remitted to Borrower’s operating account.",Loan Default,0
